table_name,column_name,data_type
ott_prtnr_acnt_pkg,prtnr_acnt_pkg_sk,bigint
ott_prtnr_acnt_pkg,acnt_sk,bigint
ott_prtnr_acnt_pkg,prtnr_pkg_sk,integer
ott_prtnr_acnt_pkg,pln_sk,integer
ott_prtnr_acnt_pkg,prtnr_pkg_strt_dt,date
ott_prtnr_acnt_pkg,prtnr_pkg_end_dt,date
ott_prtnr_acnt_pkg,src_cd,character varying
ott_prtnr_acnt_pkg,bgn_eff_dt,date
ott_prtnr_acnt_pkg,endg_eff_dt,date
ott_prtnr_acnt_pkg,cur_ind,smallint
ott_prtnr_acnt_pkg,updtd_by,character varying
ott_prtnr_acnt_pkg,updtd_dttm,timestamp without time zone
ott_pmtn_actn_dtl,pmtn_actn_dtl_sk,integer
ott_pmtn_actn_dtl,pmtn_actn_dtl_src_key,character varying
ott_pmtn_actn_dtl,pmtn_sk,integer
ott_pmtn_actn_dtl,actn_typ_txt,character varying
ott_pmtn_actn_dtl,disc_typ_txt,character varying
ott_pmtn_actn_dtl,pln_sk,integer
ott_pmtn_actn_dtl,src_cd,character varying
ott_pmtn_actn_dtl,pmtn_actn_desc,character varying
ott_pmtn_actn_dtl,pmtn_amt,numeric
ott_pmtn_actn_dtl,pmtn_actn_txt,character varying
ott_pmtn_actn_dtl,pmtn_cpn_dur,integer
ott_pmtn_actn_dtl,bgn_eff_dt,date
ott_pmtn_actn_dtl,endg_eff_dt,date
ott_pmtn_actn_dtl,cur_ind,boolean
ott_pmtn_actn_dtl,updtd_by,character varying
ott_pmtn_actn_dtl,updtd_dttm,timestamp without time zone
ott_blckd_crd_txn,blckd_crd_txn_sk,bigint
ott_blckd_crd_txn,blckd_crd_txn_src_key,bigint
ott_blckd_crd_txn,acnt_sk,bigint
ott_blckd_crd_txn,cc_frst_6_dgts,character
ott_blckd_crd_txn,cc_lst_4_dgts,character
ott_blckd_crd_txn,cc_bin_dtl_sk,bigint
ott_blckd_crd_txn,brwsr_fngr_prnts_txt,character varying
ott_blckd_crd_txn,brwsr_typ_cd,character varying
ott_blckd_crd_txn,brwsr_typ_desc,character varying
ott_blckd_crd_txn,tz_offst_val_in_mnt,character varying
ott_blckd_crd_txn,brwsr_lang_cd,character varying
ott_blckd_crd_txn,cooks_enbld_ind,boolean
ott_blckd_crd_txn,dvce_used_cd,character varying
ott_blckd_crd_txn,dvce_used_desc,character varying
ott_blckd_crd_txn,clnt_ip_addr,character varying
ott_blckd_crd_txn,pln_sk,integer
ott_blckd_crd_txn,pkg_dtl_txt,character varying
ott_blckd_crd_txn,src_creat_dttm,timestamp without time zone
ott_blckd_crd_txn,src_creat_dt,date
ott_blckd_crd_txn,src_cd,character varying
ott_blckd_crd_txn,updtd_by,character varying
ott_blckd_crd_txn,updtd_dttm,timestamp without time zone
ott_ad_sls,ad_sls_sk,integer
ott_ad_sls,ad_dt,date
ott_ad_sls,prtnr_nm,character varying
ott_ad_sls,updtd_by,character varying
ott_ad_sls,updtd_dttm,timestamp without time zone
ott_frd_sco_rul,frd_sco_rul_sk,integer
ott_frd_sco_rul,rul_id,integer
ott_frd_sco_rul,rul_desc,character varying
ott_frd_sco_rul,updtd_by,character varying
ott_frd_sco_rul,updtd_dttm,timestamp without time zone
ott_frd_sco_txn_dtl,frd_sco_txn_dtl_sk,bigint
ott_frd_sco_txn_dtl,frd_sco_txn_sk,bigint
ott_frd_sco_txn_dtl,frd_sco_rul_sk,integer
ott_frd_sco_txn_dtl,updtd_by,character varying
ott_frd_sco_txn_dtl,updtd_dttm,timestamp without time zone
ott_invce,invce_sk,bigint
ott_invce,invce_id,character varying
ott_invce,acnt_sk,bigint
ott_invce,invce_sts_cd,character varying
ott_invce,invce_tot,numeric
ott_invce,invce_tx,numeric
ott_invce,invce_sb_tot,numeric
ott_invce,invce_nbr,integer
ott_invce,invce_due_dt,date
ott_invce,invce_cls_dttm,timestamp without time zone
ott_invce,invce_cls_dt,date
ott_invce,invce_bll_dttm,timestamp without time zone
ott_invce,invce_typ_cd,character varying
ott_invce,rcvry_rsn_cd,character varying
ott_invce,pmt_mthd_nm,character varying
ott_invce,tx_rate_nbr,numeric
ott_invce,updtd_by,character varying
ott_invce,updtd_dttm,timestamp without time zone
ott_invce_dtl,invce_dtl_sk,bigint
ott_invce_dtl,invce_ln_nbr,character varying
ott_invce_dtl,enttlmnt_sk,integer
ott_invce_dtl,invce_ln_itm_desc,character varying
ott_invce_dtl,eqpmt_mdl_sk,integer
ott_invce_dtl,pkg_sk,integer
ott_invce_dtl,subsn_sk,bigint
ott_invce_dtl,invce_ln_tot,numeric
ott_invce_dtl,invce_dtl_sts_cd,character varying
ott_invce_dtl,invce_ln_itm_strt_dttm,timestamp without time zone
ott_invce_dtl,invce_ln_itm_strt_dt,date
ott_invce_dtl,invce_ln_itm_end_dt,date
ott_invce_dtl,invce_ln_itm_orgn,character varying
ott_invce_dtl,orig_invce_ln_nbr,character varying
ott_invce_dtl,disc_amt,numeric
ott_invce_dtl,pln_sk,integer
ott_invce_dtl,invce_ln_grss_amt,numeric
ott_invce_dtl,orig_invce_nbr,character varying
ott_invce_dtl,invce_ln_itm_typ_cd,character varying
ott_invce_dtl,invce_ln_itm_qty_nbr,integer
ott_invce_dtl,invce_ln_itm_acntng_cd,character varying
ott_invce_dtl,invce_ln_tx_amt,numeric
ott_invce_dtl,src_cd,character varying
ott_invce_dtl,updtd_by,character varying
ott_invce_dtl,updtd_dttm,timestamp without time zone
ott_txn_rspn_ctg,txn_rspn_ctg_sk,integer
ott_txn_rspn_ctg,gtwy_rspn_cd,character varying
ott_txn_rspn_ctg,pmt_mthd_cd,character varying
ott_txn_rspn_ctg,bgn_eff_dt,date
ott_txn_rspn_ctg,endg_eff_dt,date
ott_txn_rspn_ctg,cur_ind,character
ott_txn_rspn_ctg,updtd_by,character varying
ott_txn_rspn_ctg,updtd_dttm,timestamp without time zone
ott_txn,txn_sk,bigint
ott_txn,invce_sk,bigint
ott_txn,txn_id,character varying
ott_txn,txn_sts_cd,character varying
ott_txn,txn_amt,numeric
ott_txn,txn_dttm,timestamp without time zone
ott_txn,cc_typ_cd,character varying
ott_txn,txn_typ_cd,character varying
ott_txn,acnt_sk,bigint
ott_txn,subsn_sk,bigint
ott_txn,orig_txn_id,character varying
ott_txn,orig_invce_sk,bigint
ott_txn,gtwy_rspn_cd,character varying
ott_txn,orgn_cd,character varying
ott_txn,cvv_rslt_cd,character varying
ott_txn,avs_rslt_cd,character varying
ott_txn,pmt_mthd_cd,character varying
ott_txn,txn_ref_txt,character varying
ott_txn,src_cd,character varying
ott_txn,creat_app_cd,character varying
ott_txn,pmtn_sk,integer
ott_txn,txn_rspn_ctg_sk,integer
ott_txn,updtd_by,character varying
ott_txn,updtd_dttm,timestamp without time zone
ott_acnt_typ_xrf,acnt_typ_xrf_sk,integer
ott_acnt_typ_xrf,acnt_typ_cd,character varying
ott_acnt_typ_xrf,dmstc_core,boolean
ott_acnt_typ_xrf,dmstc_mss_core,boolean
ott_acnt_typ_xrf,intl_core,boolean
ott_acnt_typ_xrf,intl_mss_core,boolean
ott_acnt_typ_xrf,ltno_core,boolean
ott_acnt_typ_xrf,ltno_mss_core,boolean
ott_acnt_typ_xrf,dmstc_add_on,boolean
ott_acnt_typ_xrf,dmstc_mss_add_on,boolean
ott_acnt_typ_xrf,intl_add_on,boolean
ott_acnt_typ_xrf,intl_mss_add_on,boolean
ott_acnt_typ_xrf,ltno_add_on,boolean
ott_acnt_typ_xrf,ltno_mss_add_on,boolean
ott_acnt_typ_xrf,updtd_by,character varying
ott_acnt_typ_xrf,updtd_dttm,timestamp without time zone
ott_drvd_acnt_prfl,acnt_sk,bigint
ott_drvd_acnt_prfl,drvd_acnt_orig_actvtn_dt,date
ott_drvd_acnt_prfl,drvd_acnt_orig_actvtn_tm,character varying
ott_drvd_acnt_prfl,drvd_acnt_actvtn_dt,date
ott_drvd_acnt_prfl,drvd_acnt_actvtn_tm,character varying
ott_drvd_acnt_prfl,drvd_acnt_dcnct_dt,date
ott_drvd_acnt_prfl,drvd_acnt_dcnct_tm,character varying
ott_drvd_acnt_prfl,drvd_acnt_xncl_dt,date
ott_drvd_acnt_prfl,drvd_acnt_xncl_tm,character varying
ott_drvd_acnt_prfl,drvd_rll_to_pay_dt,date
ott_drvd_acnt_prfl,drvd_rll_to_pay_tm,character varying
ott_drvd_acnt_prfl,drvd_acnt_sts_cd,character varying
ott_drvd_acnt_prfl,acnt_typ_cd,character varying
ott_drvd_acnt_prfl,fr_trl_ind,boolean
ott_drvd_acnt_prfl,pyng_ind,boolean
ott_drvd_acnt_prfl,frmr_typ_cd,character varying
ott_drvd_acnt_prfl,fr_pyng_ind,boolean
ott_drvd_acnt_prfl,drvd_fr_pyng_dt,date
ott_drvd_acnt_prfl,drvd_fr_pyng_tm,character varying
ott_drvd_acnt_prfl,acnt_core_typ_cd,character varying
ott_drvd_acnt_prfl,acnt_add_on_typ_cd,character varying
ott_drvd_acnt_prfl,endg_eff_dt,date
ott_drvd_acnt_prfl,cur_ind,boolean
ott_drvd_acnt_prfl,updtd_by,character varying
ott_drvd_acnt_prfl,updtd_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,ott_enttlmnt_act_sk,bigint
ott_enttlmnt_act_dedup_vw,enttlmnt_sk,integer
ott_enttlmnt_act_dedup_vw,acnt_sk,bigint
ott_enttlmnt_act_dedup_vw,enttlmnt_creat_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,enttlmnt_creat_dt,date
ott_enttlmnt_act_dedup_vw,enttlmnt_suspndd_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,enttlmnt_suspndd_dt,date
ott_enttlmnt_act_dedup_vw,enttlmnt_transctd_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,enttlmnt_vwng_strt_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,creat_app_cd,character varying
ott_enttlmnt_act_dedup_vw,lst_updt_app_cd,character varying
ott_enttlmnt_act_dedup_vw,enttlmnt_recpt_id,character varying
ott_enttlmnt_act_dedup_vw,enttlmnt_blg_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,cart_flw_nm,character varying
ott_enttlmnt_act_dedup_vw,creat_by,character varying
ott_enttlmnt_act_dedup_vw,creat_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,updtd_by,character varying
ott_enttlmnt_act_dedup_vw,updtd_dttm,timestamp without time zone
ott_enttlmnt_act_dedup_vw,rnk,bigint
ott_acnt_mthd_of_pmt,acnt_mthd_of_pmt_sk,bigint
ott_acnt_mthd_of_pmt,acnt_sk,bigint
ott_acnt_mthd_of_pmt,cc_typ_cd,character varying
ott_acnt_mthd_of_pmt,cc_exp_mo_nbr,character varying
ott_acnt_mthd_of_pmt,cc_exp_yr_nbr,character varying
ott_acnt_mthd_of_pmt,cc_frst_6_dgts,character
ott_acnt_mthd_of_pmt,cc_lst_4_dgts,character
ott_acnt_mthd_of_pmt,cc_bin_dtl_sk,bigint
ott_acnt_mthd_of_pmt,src_creat_dttm,timestamp without time zone
ott_acnt_mthd_of_pmt,pmt_mthd_cd,character varying
ott_acnt_mthd_of_pmt,acnt_blg_id,character varying
ott_acnt_mthd_of_pmt,updtd_by,character varying
ott_acnt_mthd_of_pmt,updtd_dttm,timestamp without time zone
ott_acnt_rfrl,acnt_rfrl_sk,integer
ott_acnt_rfrl,rfrl_id,character varying
ott_acnt_rfrl,rcpnt_id,character varying
ott_acnt_rfrl,rfrl_acnt_sk,bigint
ott_acnt_rfrl,rcpnt_acnt_sk,bigint
ott_acnt_rfrl,pmtn_cmpn_id,character varying
ott_acnt_rfrl,pmtn_cmpn_nm,character varying
ott_acnt_rfrl,rfrl_chnl_cd,character varying
ott_acnt_rfrl,rcpnt_cart_val,numeric
ott_acnt_rfrl,rcpnt_cnv_dttm,timestamp without time zone
ott_acnt_rfrl,updtd_by,character varying
ott_acnt_rfrl,updtd_dttm,timestamp without time zone
ott_acnt_prfl,acnt_actvtn_afflt_sls_chnl_sk,integer
ott_cpn,cpn_cd,character varying
ott_cpn,cpn_nm,character varying
ott_cpn,cpn_curr_cd,character varying
ott_cpn,cpn_tm_pd,character varying
ott_cpn,cpn_crtn_dttm,timestamp without time zone
ott_cpn,cpn_strt_dttm,timestamp without time zone
ott_cpn,cpn_dcnct_dttm,timestamp without time zone
ott_cpn,cpn_typ_cd,character varying
ott_cpn,pmtn_sk,integer
ott_cpn,src_cd,character varying
ott_cpn,updtd_by,character varying
ott_cpn,updtd_dttm,timestamp without time zone
ott_cpn,cpn_amt,numeric
ott_acnt_subsn,paus_strt_dttm,timestamp without time zone
ott_acnt_subsn,resm_dttm,timestamp without time zone
ott_acnt_subsn,rmnng_paus_cycl_cnt,integer
ott_agnt_act,agnt_act_sk,bigint
ott_agnt_act,act_src_key,bigint
ott_agnt_act,act_dttm,timestamp without time zone
ott_agnt_act,act_dt,date
ott_agnt_act,act_cls_cd,character varying
ott_agnt_act,emp_sk,bigint
ott_agnt_act,agnt_eml_addr,character varying
ott_agnt_act,acnt_sk,bigint
ott_agnt_act,subsn_sk,bigint
ott_agnt_act,txn_sk,bigint
ott_agnt_act,invce_sk,bigint
ott_agnt_act,rmrks_txt,character varying
ott_agnt_act,act_rsn_cd,character varying
ott_agnt_act,act_rsn_desc,character varying
ott_agnt_act,act_rsn_dtl_cd,character varying
ott_agnt_act,act_rsn_dtl_desc,character varying
ott_agnt_act,bfr_pkg_mx_txt,character varying
ott_agnt_act,pkg_mx_txt,character varying
ott_agnt_act,src_cd,character varying
ott_agnt_act,updtd_by,character varying
ott_agnt_act,updtd_dttm,timestamp without time zone
ott_web_act,web_act_sk,bigint
ott_web_act,act_src_key,character varying
ott_web_act,sesn_src_key,character varying
ott_web_act,act_tm,character varying
ott_web_act,act_cls_cd,character varying
ott_web_act,site_id,character varying
ott_web_act,site_nm,character varying
ott_web_act,vst_site_id,character varying
ott_web_act,vst_site_nm,character varying
ott_web_act,web_tchpt_src_1_txt,character varying
ott_web_act,web_tchpt_src_2_txt,character varying
ott_web_act,web_tchpt_src_3_txt,character varying
ott_web_act,acnt_sk,bigint
ott_web_act,mbr_acnt_sk,bigint
ott_web_act,invce_sk,bigint
ott_web_act,tchpt_dttm,timestamp without time zone
ott_web_act,tchpt_dt,date
ott_web_act,act_sqnc_nbr,integer
ott_web_act,tchpt_cnt,integer
ott_web_act,updtd_by,character varying
ott_web_act,updtd_dttm,timestamp without time zone
ott_frd_sco_txn,frd_sco_txn_sk,bigint
ott_frd_sco_txn,txn_id,character varying
ott_frd_sco_txn,txn_dttm,timestamp without time zone
ott_frd_sco_txn,txn_dt,date
ott_frd_sco_txn,sesn_id,character varying
ott_frd_sco_txn,acnt_sk,bigint
ott_frd_sco_txn,site_nm,character varying
ott_frd_sco_txn,txn_sts_cd,character varying
ott_frd_sco_txn,cc_typ_cd,character varying
ott_frd_sco_txn,mod_typ_cd,character varying
ott_frd_sco_txn,acnt_frd_sco,integer
ott_frd_sco_txn,acnt_2_wk_ordr_cnt,integer
ott_frd_sco_txn,acnt_max_6_hr_ordr_cnt,integer
ott_frd_sco_txn,acnt_unq_eml_cnt,integer
ott_frd_sco_txn,acnt_unq_cc_cnt,integer
ott_frd_sco_txn,acnt_unq_dvce_cnt,integer
ott_frd_sco_txn,acnt_ntwrk_typ_cd,character varying
ott_frd_sco_txn,acnt_geox_cd,character varying
ott_frd_sco_txn,brwsr_typ_cd,character varying
ott_frd_sco_txn,brwsr_ver_nbr,character varying
ott_frd_sco_txn,dvce_cntry_cd,character varying
ott_frd_sco_txn,dvce_layr_txt,character varying
ott_frd_sco_txn,dvce_fngr_prnts_txt,character varying
ott_frd_sco_txn,dvce_frst_dt,date
ott_frd_sco_txn,dvce_hm_cntry_cd,character varying
ott_frd_sco_txn,dvce_loc_cntry_cd,character varying
ott_frd_sco_txn,dvce_loc_rgn_cd,character varying
ott_frd_sco_txn,dvce_lang_cd,character varying
ott_frd_sco_txn,dvce_oprtg_sys_nm,character varying
ott_frd_sco_txn,mobl_dvce_typ_cd,character varying
ott_frd_sco_txn,mobl_dvce_ind,boolean
ott_frd_sco_txn,mobl_dvce_frwrd_ind,boolean
ott_frd_sco_txn,dvce_voce_enbld_ind,boolean
ott_frd_sco_txn,dvce_js_enbld_ind,boolean
ott_frd_sco_txn,dvce_flsh_enbld_ind,boolean
ott_frd_sco_txn,dvce_cooks_enbld_ind,boolean
ott_frd_sco_txn,dvce_dat_clctd_ind,boolean
ott_frd_sco_txn,prxy_ip_addr,character varying
ott_frd_sco_txn,prxy_ip_lattd_cord,numeric
ott_frd_sco_txn,prxy_ip_longtd_cord,numeric
ott_frd_sco_txn,prxy_ip_cntry_cd,character varying
ott_frd_sco_txn,prxy_ip_rgn_nm,character varying
ott_frd_sco_txn,prxy_ip_cty_nm,character varying
ott_frd_sco_txn,prxy_ip_org_nm,character varying
ott_frd_sco_txn,prcd_ip_lattd_cord,numeric
ott_frd_sco_txn,prcd_ip_longtd_cord,numeric
ott_frd_sco_txn,prcd_ip_cntry_cd,character varying
ott_frd_sco_txn,prcd_ip_rgn_nm,character varying
ott_frd_sco_txn,prcd_ip_cty_nm,character varying
ott_frd_sco_txn,prcd_ip_org_nm,character varying
ott_frd_sco_txn,prcd_ip_addr,character varying
ott_frd_sco_txn,prxy_ind,boolean
ott_frd_sco_txn,pc_remt_ind,boolean
ott_frd_sco_txn,rul_trgr_cnt,integer
ott_frd_sco_txn,rul_actn_rsn_cd,character varying
ott_frd_sco_txn,cntr_trgr_cnt,integer
ott_frd_sco_txn,err_cnt,integer
ott_frd_sco_txn,wrng_cnt,integer
ott_frd_sco_txn,updtd_by,character varying
ott_frd_sco_txn,updtd_dttm,timestamp without time zone
ott_frd_sco_txn,pln_sk,integer
ott_adj,adj_sk,bigint
ott_adj,adj_id,character varying
ott_adj,enttlmnt_sk,integer
ott_adj,invce_sk,bigint
ott_adj,acnt_sk,bigint
ott_adj,pkg_sk,integer
ott_adj,adj_sts_cd,character varying
ott_adj,adj_desc,character varying
ott_adj,adj_creat_dttm,timestamp without time zone
ott_adj,adj_creat_dt,date
ott_adj,adj_strt_dttm,timestamp without time zone
ott_adj,adj_end_dttm,timestamp without time zone
ott_adj,adj_amt,numeric
ott_adj,orig_adj_id,character varying
ott_adj,adj_disc_amt,numeric
ott_adj,cpn_cd,character varying
ott_adj,adj_typ_cd,character varying
ott_adj,adj_qty_nbr,integer
ott_adj,adj_tot_amt,numeric
ott_adj,adj_acntng_cd,character varying
ott_adj,adj_orgn,character varying
ott_adj,invce_typ_cd,character varying
ott_adj,updtd_by,character varying
ott_adj,updtd_dttm,timestamp without time zone
ott_acnt_subsn_paus,acnt_subsn_paus_sk,bigint
ott_acnt_subsn_paus,acnt_sk,bigint
ott_acnt_subsn_paus,subsn_sk,bigint
ott_acnt_subsn_paus,paus_strt_dttm,timestamp without time zone
ott_acnt_subsn_paus,paus_end_dttm,timestamp without time zone
ott_acnt_subsn_paus,paus_blg_cycl_cnt,integer
ott_acnt_subsn_paus,usr_actn_cd,character varying
ott_acnt_subsn_paus,creat_app_cd,character varying
ott_acnt_subsn_paus,src_creat_dttm,timestamp without time zone
ott_acnt_subsn_paus,updtd_by,character varying
ott_acnt_subsn_paus,updtd_dttm,timestamp without time zone
ott_gl_pkg_ctg,gl_pkg_ctg_sk,integer
ott_gl_pkg_ctg,pkg_sk,integer
ott_gl_pkg_ctg,txn_typ_cd,character varying
ott_gl_pkg_ctg,chrg_typ_cd,character varying
ott_gl_pkg_ctg,ln_of_bus_cd,character varying
ott_gl_pkg_ctg,gl_ctg_nm,character varying
ott_gl_pkg_ctg,bgn_eff_dt,date
ott_gl_pkg_ctg,endg_eff_dt,date
ott_gl_pkg_ctg,cur_ind,boolean
ott_gl_pkg_ctg,updtd_by,character varying
ott_gl_pkg_ctg,updtd_dttm,timestamp without time zone
ott_xncl_rsn_bckt,xncl_rsn_sk,bigint
ott_xncl_rsn_bckt,xncl_rsn_bckt_txt,character varying
ott_xncl_rsn_bckt,xncl_rsn_grp_txt,character varying
ott_xncl_rsn_bckt,bgn_eff_dt,date
ott_xncl_rsn_bckt,endg_eff_dt,date
ott_xncl_rsn_bckt,cur_ind,boolean
ott_xncl_rsn_bckt,updtd_by,character varying
ott_xncl_rsn_bckt,updtd_dttm,timestamp without time zone
ott_acnt_cpn,acnt_cpn_sk,bigint
ott_acnt_cpn,acnt_cpn_src_key,character varying
ott_acnt_cpn,src_cd,character varying
ott_acnt_cpn,cpn_sk,bigint
ott_acnt_cpn,extrnl_prtnr_sk,integer
ott_acnt_cpn,cpn_typ_cd,character varying
ott_acnt_cpn,cpn_issu_acnt_sk,bigint
ott_acnt_cpn,cpn_issu_dttm,timestamp without time zone
ott_acnt_cpn,cpn_issu_dt,date
ott_acnt_cpn,cpn_exp_dttm,timestamp without time zone
ott_acnt_cpn,cpn_rdmtn_dttm,timestamp without time zone
ott_acnt_cpn,cpn_rdmtn_dt,date
ott_acnt_cpn,cpn_rdmtn_acnt_sk,bigint
ott_acnt_cpn,cpn_sts_cd,character varying
ott_acnt_cpn,cpn_rdmtn_amt,numeric
ott_acnt_cpn,bgn_eff_dt,date
ott_acnt_cpn,endg_eff_dt,date
ott_acnt_cpn,cur_ind,boolean
ott_acnt_cpn,updtd_by,character varying
ott_acnt_cpn,updtd_dttm,timestamp without time zone
ott_thrd_prty_addr_dtl,thrd_prty_addr_dtl_sk,bigint
ott_thrd_prty_addr_dtl,acnt_sk,bigint
ott_thrd_prty_addr_dtl,src_stet_addr_sk,bigint
ott_thrd_prty_addr_dtl,thrd_prty_src_key,character varying
ott_thrd_prty_addr_dtl,src_cd,character varying
ott_thrd_prty_addr_dtl,rcvd_dt,date
ott_thrd_prty_addr_dtl,bgn_eff_dt,date
ott_thrd_prty_addr_dtl,endg_eff_dt,date
ott_thrd_prty_addr_dtl,cur_ind,boolean
ott_thrd_prty_addr_dtl,updtd_by,character varying
ott_thrd_prty_addr_dtl,updtd_dttm,timestamp without time zone
ott_cpn_dtl,cpn_dtl_sk,bigint
ott_cpn_dtl,cpn_sk,bigint
ott_cpn_dtl,cpn_txn_id,character varying
ott_cpn_dtl,sls_chnl_sk,integer
ott_cpn_dtl,cpn_evnt_typ_cd,character varying
ott_cpn_dtl,cpn_pin,character varying
ott_cpn_dtl,prod_cd,character varying
ott_cpn_dtl,prod_nm,character varying
ott_cpn_dtl,txn_dt,date
ott_cpn_dtl,txn_tm,character varying
ott_cpn_dtl,sls_chnl_loc_cd,character varying
ott_cpn_dtl,sls_chnl_cty,character varying
ott_cpn_dtl,sls_chnl_st,character varying
ott_cpn_dtl,sls_chnl_zip,character varying
ott_cpn_dtl,sls_chnl_term,character varying
ott_cpn_dtl,txn_amt,numeric
ott_cpn_dtl,src_cd,character varying
ott_cpn_dtl,updtd_by,character varying
ott_cpn_dtl,updtd_dttm,timestamp without time zone
ott_invce_tx_dtl,invce_tx_dtl_sk,bigint
ott_invce_tx_dtl,invce_sk,bigint
ott_invce_tx_dtl,invce_dtl_sk,bigint
ott_invce_tx_dtl,acnt_sk,bigint
ott_invce_tx_dtl,subsn_sk,bigint
ott_invce_tx_dtl,pkg_sk,integer
ott_invce_tx_dtl,invce_tx_dttm,timestamp without time zone
ott_invce_tx_dtl,invce_tx_dt,date
ott_invce_tx_dtl,tx_typ_cd,character varying
ott_invce_tx_dtl,tx_jrsdctn_typ_cd,character varying
ott_invce_tx_dtl,tx_jrsdctn_invce_desc_cd,character varying
ott_invce_tx_dtl,tx_jrsdctn_nm,character varying
ott_invce_tx_dtl,tx_rate_nbr,numeric
ott_invce_tx_dtl,tx_amt,numeric
ott_invce_tx_dtl,invce_tx_area_cd,character varying
ott_invce_tx_dtl,orig_invce_tx_dttm,timestamp without time zone
ott_invce_tx_dtl,orig_invce_tx_dt,date
ott_invce_tx_dtl,orig_invce_tx_area_cd,character varying
ott_invce_tx_dtl,updtd_by,character varying
ott_invce_tx_dtl,updtd_dttm,timestamp without time zone
ott_sls_chnl,sls_chnl_id,character varying
ott_sls_chnl,sls_chnl_nm,character varying
ott_txn_rspn_ctg,rspn_shrt_desc,character varying
ott_txn_rspn_ctg,rspn_lng_desc,character varying
ott_txn_rspn_ctg,rspn_ctg_nm,character varying
ott_adj_accrl_xref,adj_accrl_xref_sk,bigint
ott_adj_accrl_xref,adj_ln_itm_desc,character varying
ott_adj_accrl_xref,drvd_adj_ln_itm_desc,character varying
ott_adj_accrl_xref,adj_ln_itm_acntng_cd,character varying
ott_adj_accrl_xref,adj_amt,numeric
ott_adj_accrl_xref,adj_accrl_amt,numeric
ott_adj_accrl_xref,adj_typ_cd,character varying
ott_adj_accrl_xref,same_mo_ernd_accrl_ind,smallint
ott_adj_accrl_xref,same_mo_unernd_accrl_ind,smallint
ott_adj_accrl_xref,appld_on_bas_pkg_ind,smallint
ott_adj_accrl_xref,ernd_grss_amt_ind,smallint
ott_adj_accrl_xref,ernd_disc_amt_ind,smallint
ott_adj_accrl_xref,ernd_net_amt_ind,smallint
ott_adj_accrl_xref,unernd_grss_amt_ind,smallint
ott_adj_accrl_xref,unernd_disc_amt_ind,smallint
ott_adj_accrl_xref,unernd_net_amt_ind,smallint
ott_adj_accrl_xref,gl_pkg_ctg_sk,integer
ott_adj_accrl_xref,bgn_eff_dt,date
ott_adj_accrl_xref,endg_eff_dt,date
ott_adj_accrl_xref,cur_ind,boolean
ott_adj_accrl_xref,updtd_by,character varying
ott_adj_accrl_xref,updtd_dttm,timestamp without time zone
ott_acnt_subsn_dtl,acnt_subsn_dtl_sk,bigint
ott_acnt_subsn_dtl,acnt_sk,bigint
ott_acnt_subsn_dtl,subsn_sk,bigint
ott_acnt_subsn_dtl,subsn_strt_dttm,timestamp without time zone
ott_acnt_subsn_dtl,subsn_strt_dt,date
ott_acnt_subsn_dtl,subsn_end_dttm,timestamp without time zone
ott_acnt_subsn_dtl,subsn_end_dt,date
ott_acnt_subsn_dtl,subsn_orig_bll_cycl_nbr,integer
ott_acnt_subsn_dtl,subsn_bll_cycl_nbr,integer
ott_acnt_subsn_dtl,updtd_by,character varying
ott_acnt_subsn_dtl,updtd_dttm,timestamp without time zone
ott_ordr,ordr_sk,bigint
ott_ordr,acnt_sk,bigint
ott_ordr,app_oper_sk,bigint
ott_ordr,extrnl_co_sk,bigint
ott_ordr,lst_updt_dttm,timestamp without time zone
ott_ordr,dsh_ref_id,character varying
ott_ordr,ordr_crtn_dttm,timestamp without time zone
ott_ordr,ordr_crtn_dt,date
ott_ordr,updtd_by,character varying
ott_ordr,updtd_dttm,timestamp without time zone
ott_acnt_bal,acnt_sk,bigint
ott_acnt_bal,bal_amt,numeric
ott_acnt_bal,bgn_eff_dt,date
ott_acnt_bal,endg_eff_dt,date
ott_acnt_bal,cur_ind,boolean
ott_acnt_bal,updtd_by,character varying
ott_acnt_bal,updtd_dttm,timestamp without time zone
ott_acnt_eqpmt_rev,acnt_sk,bigint
ott_acnt_eqpmt_rev,chrg_dttm,timestamp without time zone
ott_acnt_eqpmt_rev,chrg_dt,date
ott_acnt_eqpmt_rev,pln_sk,integer
ott_acnt_eqpmt_rev,pkg_sk,integer
ott_acnt_eqpmt_rev,enttlmnt_sk,integer
ott_acnt_eqpmt_rev,txn_typ_cd,character varying
ott_acnt_eqpmt_rev,chrg_typ_cd,character varying
ott_acnt_eqpmt_rev,eqpmt_mdl_sk,integer
ott_acnt_eqpmt_rev,ln_of_bus_cd,character varying
ott_acnt_eqpmt_rev,gl_pkg_ctg_sk,integer
ott_acnt_eqpmt_rev,chrg_rsn_cd,character varying
ott_acnt_eqpmt_rev,invce_sk,bigint
